time_h,temperature_c,snowfall_kg_m2,rain_mm
0.0,-6.732050807568878,3.048685633689856e-05,0.0
1.0,-6.923518319244803,5.679697975343412e-05,0.0
2.0,-6.983333333333333,0.00010417223665411916,0.0
3.0,-6.906851652578136,0.00018810177090425225,0.0
4.0,-6.6987174742355435,0.00033438587850183484,0.0
5.0,-6.372546895706428,0.0005852172530109109,0.0
6.0,-5.95,0.0010083248322736691,0.0
7.0,-5.459304756871708,0.0017104010445202842,0.0
8.0,-4.933333333333334,0.0028563379633314836,0.0
9.0,-4.407361909794958,0.004696078843920889,0.0
10.0,-3.916666666666667,0.007601080224359072,0.0
11.0,-3.4941197709602383,0.012112377600890432,0.0
12.0,-3.167949192431123,0.019001926561053165,0.0
13.0,-2.95981501408853,0.029348101870736727,0.0
14.0,-2.8833333333333337,0.04462482738531729,0.0
15.0,-2.9431483474218636,0.06680165608829164,0.0
16.0,-3.1346158590977886,0.09844916976392443,0.0
17.0,-3.4441197709602385,0.14284039270340051,0.0
18.0,-3.8499999999999996,0.20403476010001748,0.0
19.0,-4.324028576461624,0.2869270126164903,0.0
20.0,-4.833333333333333,0.3972398966941862,0.0
21.0,-5.342638090205042,0.5414376257899277,0.0
22.0,-5.8166666666666655,0.7265376983117411,0.0
23.0,-6.222546895706428,0.959802824265601,0.0
24.0,-6.532050807568877,1.2483030799583288,0.0
25.0,-6.723518319244803,1.598351192133699,0.0
26.0,-6.783333333333333,2.014830540780794,0.0
27.0,-6.706851652578138,2.500454694144066,0.0
28.0,-6.498717474235544,3.0550168036780514,0.0
29.0,-6.172546895706429,3.6747040286288564,0.0
30.0,-5.750000000000001,4.351563009073568,0.0
31.0,-5.2593047568717095,5.0732041132655175,0.0
32.0,-4.733333333333334,5.822822402018136,0.0
33.0,-4.207361909794957,6.579591050290605,0.0
34.0,-3.716666666666667,7.319449300668651,0.0
35.0,-3.294119770960238,8.016264922368421,0.0
36.0,-2.9679491924311234,8.643305520096034,0.0
37.0,-2.75981501408853,9.174910076756186,0.0
38.0,-2.6833333333333336,9.588218382821468,0.0
39.0,-2.743148347421863,9.864797311055035,0.0
40.0,-2.9346158590977884,9.992003199155066,0.0
41.0,-3.244119770960239,9.963940172300093,0.0
42.0,-3.650000000000001,9.781913242673873,0.0
43.0,-4.124028576461625,9.454327687334578,0.0
44.0,-4.633333333333332,8.996045510255035,0.0
45.0,-5.142638090205041,8.427267614495788,0.0
46.0,-5.6166666666666645,7.772058769707457,0.0
47.0,-6.0225468957064265,7.056665234580871,0.0
48.0,-6.332050807568877,6.3077882141458606,0.0
49.0,-6.523518319244802,5.550969496015549,0.0
50.0,-6.583333333333333,4.80922092806017,0.0
51.0,-6.506851652578137,4.101991613710829,0.0
52.0,-6.298717474235545,3.4445220211252523,0.0
53.0,-5.972546895706428,2.847589181241401,0.0
54.0,-5.5500000000000025,2.3176076121712685,0.0
55.0,-5.059304756871709,1.8570208322931792,0.0
56.0,-4.533333333333334,1.464900595815584,0.0
57.0,-4.007361909794961,1.1376655433421425,0.0
58.0,-3.5166666666666657,0.8698363039413958,0.0
59.0,-3.0941197709602397,0.654757507020204,0.0
60.0,-2.7679491924311224,0.48523538651877685,0.0
61.0,-2.55981501408853,0.35405944832214215,0.0
62.0,-2.4833333333333334,0.2543952962479166,0.0
63.0,-2.5431483474218632,0.18005124111964804,0.0
64.0,-2.7346158590977883,0.12563270852770694,0.0
65.0,-3.044119770960236,0.08660548710682454,0.0
66.0,-3.45,0.059291924791892985,0.0
67.0,-3.924028576461624,0.04082408348698188,0.0
68.0,-4.433333333333329,0.029075557838406627,0.0
69.0,-4.9426380902050395,0.022590066204920534,0.0
70.0,-5.416666666666665,0.02052077017588573,0.0
71.0,-5.822546895706429,0.0225900662049205,0.0
72.0,-6.132050807568875,0.02907555783840658,0.0
73.0,-6.323518319244803,0.040824083486981785,0.0
74.0,-6.383333333333333,0.05929192479189283,0.0
75.0,-6.306851652578137,0.08660548710682434,0.0
76.0,-6.098717474235543,0.1256327085277066,0.0
77.0,-5.772546895706431,0.1800512411196476,0.0
78.0,-5.35,0.254395296247916,0.0
79.0,-4.859304756871706,0.35405944832214137,0.0
80.0,-4.333333333333335,0.4852353865187758,0.0
81.0,-3.807361909794964,0.6547575070202026,0.0
82.0,-3.3166666666666687,0.8698363039413942,0.0
83.0,-2.8941197709602386,1.1376655433421403,0.0
84.0,-2.5679491924311244,1.4649005958155816,0.0
85.0,-2.3598150140885306,1.8570208322931763,0.0
86.0,-2.283333333333333,2.317607612171265,0.0
87.0,-2.343148347421863,2.847589181241397,0.0
88.0,-2.53461585909779,3.4445220211252474,0.0
89.0,-2.8441197709602353,4.101991613710824,0.0
90.0,-3.2499999999999933,4.809220928060166,0.0
91.0,-3.724028576461628,5.550969496015545,0.0
92.0,-4.233333333333332,6.307788214145861,0.0
93.0,-4.742638090205042,7.056665234580883,0.0
94.0,-5.216666666666664,7.772058769707497,0.0
95.0,-5.622546895706423,8.427267614495905,0.0
96.0,-5.932050807568875,8.99604551025536,0.0
97.0,-6.123518319244803,9.454327687335446,0.0
98.0,-6.183333333333334,9.781913242676152,0.0
99.0,-6.106851652578137,9.963940172305971,0.0
100.0,-5.898717474235547,9.992003199169966,0.0
101.0,-5.572546895706431,9.864797311092229,0.0
102.0,-5.150000000000001,9.588218382912862,0.0
103.0,-4.659304756871706,9.174910076977286,0.0
104.0,-4.133333333333335,8.64330552062262,0.0
105.0,-3.6073619097949643,8.01626492360314,0.0
106.0,-3.116666666666669,7.319449303518891,0.0
107.0,-2.6941197709602385,6.579591056768135,0.0
108.0,-2.367949192431121,5.822822416510926,0.0
109.0,-2.1598150140885304,5.073204145188896,0.0
110.0,-2.083333333333333,4.351563078301265,0.0
111.0,-2.143148347421863,3.6747041764256716,0.0
112.0,-2.3346158590977892,3.055017114323101,0.0
113.0,-2.644119770960241,2.500455336947153,0.0
114.0,-3.049999999999999,2.014831850281145,0.0
115.0,-3.5240285764616206,1.5983538184524522,0.0
116.0,-4.033333333333331,1.2483082656106932,0.0
117.0,-4.542638090205036,0.9598129045668814,0.0
118.0,-5.016666666666669,0.7265569894464918,0.0
119.0,-5.422546895706428,0.5414739717533757,0.0
120.0,-5.732050807568875,0.39730731358897103,0.0
121.0,-5.923518319244803,0.2870501232180447,0.0
122.0,-5.983333333333333,0.20425608807496937,0.0
123.0,-5.906851652578135,0.14323212674763952,0.0
124.0,-5.6987174742355435,0.09913176062703379,0.0
125.0,-5.3725468957064315,0.06797262070982552,0.0
126.0,-4.950000000000001,0.04660244000975281,0.0
127.0,-4.459304756871713,0.03263626099663121,0.0
128.0,-3.9333333333333433,0.024384358858885798,0.0
129.0,-3.407361909794958,0.02078635874851841,0.0
130.0,-2.91666666666667,0.0213627939941935,0.0
131.0,-2.4941197709602436,0.026191240530519334,0.0
132.0,-2.1679491924311254,0.03591026472426133,0.0
133.0,-1.9598150140885306,0.05175066057152158,0.0
134.0,-1.8833333333333333,0.07558966707742974,0.0
135.0,-1.9431483474218645,0.1100199005792347,0.0
136.0,-2.134615859097785,0.15842057293091907,0.0
137.0,-2.444119770960235,0.22501434959259556,0.0
138.0,-2.8499999999999983,0.31488933147677317,0.0
139.0,-3.3240285764616266,0.4339627758036199,0.0
140.0,-3.8333333333333375,0.588862167834437,0.0
141.0,-4.342638090205035,0.786701077502897,0.0
142.0,-4.816666666666663,1.0347327629584944,0.0
143.0,-5.222546895706428,1.3398742911970614,0.0
144.0,-5.532050807568878,1.7081080599606593,0.0
145.0,-5.723518319244805,2.1437852914368136,0.0
146.0,-5.783333333333333,2.6488757144350235,0.0
147.0,-5.706851652578138,3.222226793819603,0.0
148.0,-5.498717474235544,3.8589114040096355,0.0
149.0,-5.172546895706437,4.5497514507597625,0.0
150.0,-4.749999999999996,5.281103636008229,0.0
151.0,-4.259304756871714,6.034980328130269,0.0
152.0,-3.7333333333333365,6.789552908041106,0.0
153.0,-3.207361909794958,7.520048544258145,0.0
154.0,-2.7166666666666766,8.2000076985133,0.0
155.0,-2.2941197709602337,8.802824122766816,0.0
156.0,-1.9679491924311256,9.30344808258773,0.0
157.0,-1.7598150140885305,9.680103496335871,0.0
158.0,-1.6833333333333336,9.915856009068523,0.0
159.0,-1.7431483474218605,9.999875000803428,0.0
160.0,-1.9346158590977858,9.928258579069459,0.0
161.0,-2.2441197709602347,9.704334030619538,0.0
162.0,-2.6499999999999986,9.338401509599718,0.0
163.0,-3.124028576461626,8.846948462274133,0.0
164.0,-3.6333333333333226,8.251418237140463,0.0
165.0,-4.142638090205034,7.576660939288999,0.0
166.0,-4.616666666666663,6.849222167926371,0.0
167.0,-5.022546895706427,6.095632887940837,0.0
168.0,-5.332050807568878,5.340851501662413,0.0
169.0,-5.5235183192448005,4.606980274862551,0.0
170.0,-5.583333333333333,3.9123378925610295,0.0
171.0,-5.5068516525781375,3.2709244972157645,0.0
172.0,-5.298717474235551,2.6922715431065387,0.0
173.0,-4.972546895706437,2.1816316462499645,0.0
174.0,-4.549999999999995,1.7404370671293974,0.0
175.0,-4.0593047568717004,1.3669412341357783,0.0
176.0,-3.5333333333333368,1.0569555088085067,0.0
177.0,-3.0073619097949593,0.8046013090413164,0.0
178.0,-2.5166666666666644,0.603012811839843,0.0
179.0,-2.094119770960244,0.4449444311712928,0.0
180.0,-1.7679491924311257,0.3232569732646496,0.0
181.0,-1.5598150140885305,0.2312742861062864,0.0
182.0,-1.4833333333333334,0.163016657869184,0.0
183.0,-1.5431483474218601,0.11332737957753318,0.0
184.0,-1.7346158590977854,0.07791474232109716,0.0
185.0,-2.0441197709602443,0.053333828076735854,0.0
186.0,-2.449999999999998,0.03693164029132633,0.0
187.0,-2.9240285764616254,0.026776367043715887,0.0
188.0,-3.433333333333337,0.02158775221215245,0.0
189.0,-3.9426380902050338,0.020681342774325415,0.0
190.0,-4.4166666666666625,0.02393520358558075,0.0
191.0,-4.822546895706427,0.031783717588449,0.0
192.0,-5.13205080756887,0.045239295112413515,0.0
193.0,-5.3235183192448,0.06593905916763372,0.0
194.0,-5.383333333333333,0.09620969105619673,0.0
195.0,-5.306851652578134,0.13913952526001935,0.0
196.0,-5.098717474235544,0.1986427522466604,0.0
197.0,-4.772546895706427,0.27949653035088107,0.0
198.0,-4.349999999999996,0.3873284884130923,0.0
199.0,-3.859304756871715,0.5285303172526923,0.0
200.0,-3.333333333333337,0.7100738429748625,0.0
201.0,-2.8073619097949596,0.9392100816453868,0.0
202.0,-2.316666666666677,1.2230400054770512,0.0
203.0,-1.894119770960245,1.5679583556728218,0.0
204.0,-1.5679491924311257,1.978988376106954,0.0
205.0,-1.359815014088535,2.459044524618231,0.0
206.0,-1.2833333333333332,3.008179873014955,0.0
207.0,-1.3431483474218635,3.622892124603609,0.0
208.0,-1.534615859097792,4.2955736557078215,0.0
209.0,-1.8441197709602337,5.014193544311653,0.0
210.0,-2.2499999999999973,5.7622907521647795,0.0
211.0,-2.7240285764616248,6.5193364158859985,0.0
212.0,-3.2333333333333223,7.261490373782362,0.0
213.0,-3.742638090205033,7.9627354726151225,0.0
214.0,-4.216666666666662,8.596327636589477,0.0
215.0,-4.622546895706416,9.136456264204412,0.0
216.0,-4.932050807568878,9.55997481842914,0.0
217.0,-5.123518319244804,9.848041402220943,0.0
218.0,-5.183333333333334,9.98750780926185,0.0
219.0,-5.106851652578138,9.971914513734784,0.0
220.0,-4.8987174742355455,9.801986733070018,0.0
221.0,-4.572546895706427,9.485578504065176,0.0
222.0,-4.150000000000008,9.03707077873232,0.0
223.0,-3.659304756871715,8.476287787021493,0.0
224.0,-3.1333333333333373,7.827045382418734,0.0
225.0,-2.6073619097949736,7.1154792928753885,0.0
226.0,-2.1166666666666774,6.368316143717442,0.0
227.0,-1.6941197709602351,5.61124484820175,0.0
228.0,-1.3679491924311187,4.867522559599721,0.0
229.0,-1.1598150140885313,4.156912424254276,0.0
230.0,-1.083333333333333,3.4950060019975684,0.0
231.0,-1.1431483474218642,2.89293799499562,0.0
232.0,-1.3346158590977846,2.3574607655586384,0.0
233.0,-1.644119770960234,1.891315451382258,0.0
234.0,-2.049999999999997,1.4938177525041827,0.0
235.0,-2.5240285764616113,1.1615700635209705,0.0
236.0,-3.0333333333333217,0.8892161745938645,0.0
237.0,-3.5426380902050325,0.6701676278920738,0.0
238.0,-4.016666666666674,0.4972487341234969,0.0
239.0,-4.422546895706426,0.36322695961098317,0.0
240.0,-4.732050807568877,0.26121409853918276,0.0
241.0,-4.923518319244804,0.184939338623691,0.0
242.0,-4.9833333333333325,0.12890689144001505,0.0
243.0,-4.906851652578138,0.08845800078554658,0.0
244.0,-4.698717474235545,0.059760228950059585,0.0
245.0,-4.372546895706439,0.03974674186085003,0.0
246.0,-3.950000000000009,0.026025852527254097,0.0
247.0,-3.4593047568717155,0.016777318282638853,0.0
248.0,-2.933333333333352,0.010647662366679233,0.0
249.0,-2.40736190979496,0.006652733826887608,0.0
250.0,-1.9166666666666656,0.004092231302281799,0.0
251.0,-1.4941197709602354,0.0024781885551435393,0.0
252.0,-1.1679491924311263,0.0014774836023203415,0.0
253.0,-0.9598150140885311,0.0008672117248599559,0.0
254.0,-0.8833333333333333,0.0005011200288624776,0.0
255.0,-0.9431483474218638,0.0002850837939624379,0.0
256.0,-1.1346158590977844,0.000159667838978048,0.0
257.0,-1.444119770960223,8.803928637706967e-05,0.0
258.0,-1.8499999999999968,4.779139732204655e-05,0.0
259.0,-2.3240285764616377,2.5540952668806726e-05,0.0
260.0,-2.8333333333333353,1.343812277631526e-05,0.0
261.0,-3.3426380902050323,6.960721626626741e-06,0.0
262.0,-3.8166666666666735,3.549638086971333e-06,0.0
263.0,-4.222546895706426,1.7820834385964595e-06,0.0
264.0,-4.5320508075688695,8.808179196460589e-07,0.0
265.0,-4.723518319244803,4.2860614912587214e-07,0.0
266.0,-4.783333333333333,2.0532640449231797e-07,0.0
267.0,-4.706851652578141,9.683789838859394e-08,0.0
268.0,-4.498717474235545,4.4963494622808856e-08,0.0
