time_h,temperature_c,snowfall_kg_m2,rain_mm
0.0,-8.732050807568877,1.524342816844928e-05,0.0
1.0,-8.925601652578138,2.839848987671706e-05,0.0
2.0,-8.9875,5.208611832705958e-05,0.0
3.0,-8.913101652578137,9.405088545212613e-05,0.0
4.0,-8.707050807568876,0.00016719293925091742,0.0
5.0,-8.382963562373096,0.00029260862650545545,0.0
6.0,-7.9625,0.0005041624161368346,0.0
7.0,-7.473888090205041,0.0008552005222601421,0.0
8.0,-6.95,0.0014281689816657418,0.0
9.0,-6.426111909794958,0.0023480394219604446,0.0
10.0,-5.9375,0.003800540112179536,0.0
11.0,-5.517036437626905,0.006056188800445216,0.0
12.0,-5.192949192431122,0.009500963280526582,0.0
13.0,-4.986898347421864,0.014674050935368364,0.0
14.0,-4.9125,0.022312413692658645,0.0
15.0,-4.974398347421864,0.03340082804414582,0.0
16.0,-5.167949192431123,0.04922458488196221,0.0
17.0,-5.479536437626905,0.07142019635170026,0.0
18.0,-5.8875,0.10201738005000874,0.0
19.0,-6.363611909794957,0.14346350630824514,0.0
20.0,-6.875,0.1986199483470931,0.0
21.0,-7.386388090205042,0.27071881289496386,0.0
22.0,-7.862499999999999,0.36326884915587054,0.0
23.0,-8.270463562373095,0.4799014121328005,0.0
24.0,-8.582050807568876,0.6241515399791644,0.0
25.0,-8.775601652578137,0.7991755960668495,0.0
26.0,-8.8375,1.007415270390397,0.0
27.0,-8.763101652578136,1.250227347072033,0.0
28.0,-8.557050807568878,1.5275084018390257,0.0
29.0,-8.232963562373095,1.8373520143144282,0.0
30.0,-7.812500000000001,2.175781504536784,0.0
31.0,-7.323888090205044,2.5366020566327583,0.0
32.0,-6.800000000000001,2.9114112010090665,0.0
33.0,-6.276111909794958,3.2897955251452986,0.0
34.0,-5.7875,3.659724650334314,0.0
35.0,-5.367036437626905,4.008132461184179,0.0
36.0,-5.042949192431124,4.32165276004793,0.0
37.0,-4.836898347421863,4.587455038377859,0.0
38.0,-4.7625,4.794109191410116,0.0
39.0,-4.824398347421862,4.932398655525911,0.0
40.0,-5.0179491924311215,4.996001599573418,0.0
41.0,-5.329536437626906,4.981970086139672,0.0
42.0,-5.737500000000001,4.8909566213111875,0.0
43.0,-6.213611909794959,4.72716384360437,0.0
44.0,-6.724999999999999,4.498022754976158,0.0
45.0,-7.236388090205041,4.2136338068894235,0.0
46.0,-7.712499999999999,3.8860293840179123,0.0
47.0,-8.120463562373093,3.528332615371844,0.0
48.0,-8.432050807568878,3.1538941027371408,0.0
49.0,-8.625601652578135,2.775484738361312,0.0
50.0,-8.6875,2.404610442900932,0.0
51.0,-8.613101652578138,2.05099576129263,0.0
52.0,-8.407050807568877,1.7222609138345455,0.0
53.0,-8.082963562373095,1.4237943884542745,0.0
54.0,-7.662500000000002,1.1588033900987427,0.0
55.0,-7.1738880902050415,0.9285095734632525,0.0
56.0,-6.650000000000001,0.732448617311829,0.0
57.0,-6.12611190979496,0.5688294719565026,0.0
58.0,-5.637499999999999,0.434911773690686,0.0
59.0,-5.2170364376269065,0.32736661557148394,0.0
60.0,-4.892949192431122,0.24259495273677026,0.0
61.0,-4.686898347421864,0.17698778013694857,0.0
62.0,-4.6125,0.12712148339580723,0.0
63.0,-4.674398347421864,0.08988945983742096,0.0
64.0,-4.867949192431121,0.06257671170613435,0.0
65.0,-5.179536437626902,0.04288751214714407,0.0
66.0,-5.5875,0.02893764062426203,0.0
67.0,-6.0636119097949575,0.01922248507390115,0.0
68.0,-6.574999999999996,0.012571007763228321,0.0
69.0,-7.086388090205039,0.008093657187761826,0.0
70.0,-7.562499999999998,0.005130192549512907,0.0
71.0,-7.970463562373096,0.003201375930774076,0.0
72.0,-8.282050807568876,0.001966771191144941,0.0
73.0,-8.475601652578137,0.0011895567533760376,0.0
74.0,-8.5375,0.0007083219715926099,0.0
75.0,-8.463101652578137,0.0004152318771185297,0.0
76.0,-8.257050807568877,0.00023964365000038833,0.0
77.0,-7.932963562373097,0.0001361632171655781,0.0
78.0,-7.5125,7.617033788961029e-05,0.0
79.0,-7.0238880902050385,4.195644267227364e-05,0.0
80.0,-6.500000000000002,2.2767587953185894e-05,0.0
81.0,-5.976111909794964,1.2196011061159719e-05,0.0
82.0,-5.4875000000000025,6.500950738879671e-06,0.0
83.0,-5.067036437626905,3.5548236566040527e-06,0.0
84.0,-4.742949192431125,2.202902029007896e-06,0.0
85.0,-4.536898347421864,1.895465112058756e-06,0.0
86.0,-4.4625,2.505118477388444e-06,0.0
87.0,-4.5243983474218625,4.283549706948828e-06,0.0
88.0,-4.717949192431123,7.946609849555798e-06,0.0
89.0,-5.029536437626902,1.4909470454270749e-05,0.0
90.0,-5.437499999999993,2.772988532131176e-05,0.0
91.0,-5.9136119097949615,5.0862486407531855e-05,0.0
92.0,-6.424999999999998,9.188572250612754e-05,0.0
93.0,-6.9363880902050425,0.0001634402874501563,0.0
94.0,-7.412499999999997,0.0002862173223488778,0.0
95.0,-7.8204635623730905,0.0004934574808708727,0.0
96.0,-8.132050807568875,0.000837564814466401,0.0
97.0,-8.325601652578136,0.0013995919591251636,0.0
98.0,-8.3875,0.0023024947352295756,0.0
99.0,-8.313101652578137,0.003729151374375075,0.0
100.0,-8.10705080756888,0.005946145485727389,0.0
101.0,-7.782963562373098,0.009334159090618974,0.0
102.0,-7.362500000000001,0.014425438224667514,0.0
103.0,-6.87388809020504,0.021948102546347045,0.0
104.0,-6.350000000000001,0.03287600930826963,0.0
105.0,-5.826111909794965,0.04848142289219537,0.0
106.0,-5.337500000000003,0.07038591635788538,0.0
107.0,-4.917036437626905,0.10060286047598072,0.0
108.0,-4.592949192431122,0.14156276553453567,0.0
109.0,-4.386898347421863,0.19611097371278452,0.0
110.0,-4.3125,0.26746619684492673,0.0
111.0,-4.374398347421863,0.3591286537982758,0.0
112.0,-4.567949192431122,0.4747285615924568,0.0
