generation,l_max_kg_per_m,s_max_kg_per_m,constraint,x_00,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,x_09,x_10,x_11
25,39.99950000321371,39.99950000321371,-9.992211525385656,42.9538389563812,27.56079398433793,40.17616192043183,29.631860261476035,0.2953751822494819,0.092148373936726,0.5517134295539298,0.2231509642027493,19.932951497650777,5.717557517379503,12.655876336768657,115.07124812777316
27,39.99950000321371,39.99950000321371,-10.553320028860334,42.9538389563812,31.862625844310426,40.17616192043183,29.631860261476035,0.2953751644149199,0.092148373936726,0.5517928686032125,0.2230981541707624,19.932951497650777,5.717557517379503,15.735832271302243,58.35953998036751
27,39.99950000321371,39.99950000321371,-9.992211525385656,42.9538389563812,27.56079398433793,40.17616192043183,29.631860261476035,0.2953751822494819,0.092148373936726,0.5517134295539298,0.239920066833582,19.932951497650777,5.717557517379503,12.655876336768657,115.07124812777316
28,39.99950000321371,39.99950000321371,-10.553320028860334,42.9538389563812,31.862625844310426,39.40677414467756,29.631860261476035,0.3041772184248487,0.092148373936726,0.5517928686032125,0.2230981541707624,19.932951497650777,5.717557517379503,15.735832271302243,58.35953998036751
30,39.99950000321371,39.99950000321371,-9.992211525385656,42.9538389563812,27.56079398433793,40.17616192043183,29.631860261476035,0.2958080572679507,0.092148373936726,0.5517134295539298,0.2231509642027493,19.932951497650777,5.717557517379503,8.621248988431883,115.07124812777316
31,39.99950000321371,39.99950000321371,-9.993851484386546,42.94126593737439,27.56079398433793,40.17616192043183,30.686483723613016,0.2958080572679507,0.092148373936726,0.5517134295539298,0.2231509642027493,19.932951497650777,6.069895870643132,8.621248988431883,115.23444930517806
33,39.99950000321371,39.99950000321371,-9.993851484386546,42.94126593737439,27.56079398433793,40.17616192043183,30.686483723613016,0.2958080572679507,0.092148373936726,0.5517134295539298,0.2231509642027493,19.652800641582274,6.069895870643132,8.621248988431883,115.23444930517806
34,39.99950000321371,39.99950000321371,-9.99325788081564,42.94581689808467,27.56079398433793,40.17616192043183,30.686483723613016,0.2958080572679507,0.094822955090503,0.5522340917318525,0.2231509642027493,17.734751580589307,6.269234685894139,8.463784223226625,115.23444930517806
34,39.99950000321371,39.99950000321371,-9.993851484386546,42.94126593737439,27.56079398433793,40.326461539115016,30.686483723613016,0.2958080572679507,0.092148373936726,0.5517134295539298,0.2231509642027493,19.932951497650777,6.069895870643132,8.621248988431883,115.23444930517806
36,39.99950000321371,39.99950000321371,-9.99034005648005,42.96818688465751,27.56079398433793,40.326461539115016,30.686483723613016,0.2958080572679507,0.092148373936726,0.5521203141664113,0.2231509642027493,13.63448889001078,6.069895870643132,8.621248988431883,114.55544367983124
41,39.99950000321371,39.99950000321371,-9.99034005648005,42.96818688465751,27.56079398433793,39.13276726712152,30.686483723613016,0.2604253504758254,0.0941598133451109,0.5517017741702521,0.2227091959832886,13.63448889001078,6.139583545215482,36.43081480172835,113.4007519200628
43,39.99950000321371,39.99950000321371,-9.99034005648005,42.96818688465751,27.56079398433793,39.152149458537366,30.686483723613016,0.2956055896476575,0.092148373936726,0.5521203141664113,0.2231509642027493,13.63448889001078,6.067057462152501,36.25128245489241,113.34090429955968
44,39.99950000321371,39.99950000321371,-9.99034005648005,42.96818688465751,27.56079398433793,39.03002701896367,30.686483723613016,0.2956055896476575,0.092148373936726,0.5521203141664113,0.2231509642027493,13.63448889001078,6.069851483502788,32.904890927871925,114.523266493763
46,39.99950000321371,39.99950000321371,-9.99034005648005,42.96818688465751,27.56079398433793,39.03002701896367,30.686483723613016,0.2956055896476575,0.092148373936726,0.5521203141664113,0.2231509642027493,16.33219471013141,6.069851483502788,32.904890927871925,114.523266493763
19,6416.968067419712,0.0,-8.651010881499221,42.73289044277493,31.979019255802605,6.303436013963332,8.817679557803604,0.2606952439793955,0.3972239038134556,0.5273485601438814,0.3203532491568766,29.59616365305592,38.15884149346259,36.37358894717341,192.34633838924677
21,6416.968067419712,0.0,-8.985373663049291,23.9619562319371,34.2386190719986,11.126483822043204,9.089435920464512,0.5302389984261173,0.0905192777399042,0.5070701160320058,0.4828229439509477,8.395699448592225,42.26911745094676,51.02154516875567,231.6442788907628
21,6416.968067419712,0.0,-8.651010881499221,42.73289044277493,31.979019255802605,6.303436013963332,11.73634925918942,0.2606952439793955,0.3972239038134556,0.5273485601438814,0.3203532491568766,29.59616365305592,38.15884149346259,36.37358894717341,192.34633838924677
22,6416.968067419712,0.0,-8.64016563196315,42.73289044277493,31.979019255802605,6.22028910085346,8.817679557803604,0.2606952439793955,0.3972239038134556,0.5273485601438814,0.3203532491568766,29.59616365305592,38.15884149346259,36.37358894717341,192.34633838924677
22,6416.968067419712,0.0,-8.645135680982605,43.01490644459221,32.03643788200369,6.315811436203701,6.518598210875415,0.294919025066603,0.4079723160540452,0.4945690956440834,0.259720928225846,35.46841006660267,38.15884149346259,8.225320391345496,58.41456092553955
23,6416.968067419712,0.0,-8.651010881499221,42.73289044277493,31.979019255802605,6.303436013963332,8.817679557803604,0.2606952439793955,0.3971942167473066,0.5273485295783564,0.3203532491568766,29.59616365305592,38.15884149346259,36.37358894717341,187.02333081609933
23,6416.968067419712,0.0,-8.645135680982605,43.01490644459221,32.03643788200369,6.315811436203701,5.533758896840201,0.2953727164189721,0.4079723160540452,0.4960700699743213,0.259720928225846,35.46841006660267,37.14377010892908,12.22413001181743,58.46561846858859
24,6416.968067419712,0.0,-8.651050603245242,42.73289044277493,31.979019255802605,6.303740547349524,8.817679557803604,0.2606952439793955,0.3972239038134556,0.5273485601438814,0.3203532491568766,29.59616365305592,38.15884149346259,36.37358894717341,183.7601043712865
24,6416.968067419712,0.0,-8.651010881499221,42.73289044277493,31.979019255802605,6.303436013963332,8.817679557803604,0.2607199957912223,0.3972239038134556,0.527352091549603,0.318963587449025,29.59616365305592,38.15884149346259,36.37358894717341,188.1796264182646
24,6416.968067419712,0.0,-8.656441091876086,43.01490644459221,31.94976052427047,6.315808895320512,6.518598210875415,0.294919025066603,0.4079723160540452,0.4949458615272317,0.2949878778625914,35.46841006660267,38.15884149346259,8.225320391345496,39.47762045551222
24,6416.968067419712,0.0,-8.640125910217122,42.73289044277493,31.979019255802605,6.219984567467267,11.73634925918942,0.2606952439793955,0.3972239038134556,0.5273485601438814,0.3203532491568766,29.59616365305592,38.15884149346259,36.37358894717341,192.34633838924677
25,6416.968067419712,0.0,-8.651050603245242,42.73289044277493,31.979019255802605,6.303740547349524,8.817679557803604,0.2606950991545694,0.3972239038134556,0.5273485601438814,0.3169715604509104,29.59616365305592,38.15884149346259,36.37358894717341,183.7601043712865
25,6416.968067419712,0.0,-8.675348140011746,42.73289044277493,31.979019255802605,6.490021662559385,8.817679557803604,0.2606952439793955,0.3972239038134556,0.5273485601438814,0.3203532491568766,29.59616365305592,38.15884149346259,36.37358894717341,192.34633838924677
26,6416.968067419712,0.0,-8.651010881499221,42.73289044277493,31.979019255802605,6.303436013963332,8.80598579965602,0.2606952439793955,0.3978235409303255,0.5273485295783564,0.3168395204469326,29.59616365305592,38.15884149346259,37.95738380631122,183.39702843815
26,6416.968067419712,0.0,-8.654069387711004,42.735486845654,31.967946130419275,6.315811436203701,9.087137074502412,0.2607211490589582,0.4079723160540452,0.5273470387552651,0.4016707540739325,29.59616365305592,30.774483260193094,37.850147666044094,51.18866328536984
26,6416.968067419712,0.0,-8.639969243151906,42.73289044277493,31.979019255802605,6.218783453300589,11.656485087406448,0.2606952439793955,0.3972239038134556,0.5273485601438814,0.3203532491568766,29.59616365305592,38.15884149346259,36.37358894717341,192.34633838924677
26,6416.968067419712,0.0,-8.651050603245242,42.73289044277493,31.979019255802605,6.303740547349524,8.817679557803604,0.2606950991545694,0.3972239038134556,0.5273485601438814,0.3190341839186816,29.59616365305592,38.16253508383914,36.37358894717341,183.7601043712865
26,6416.968067419712,0.0,-8.651783732489541,42.73289044277493,31.979019255802605,6.3093612048891385,8.817679557803604,0.2606952439793955,0.3972239038134556,0.5273479016823792,0.3207701903820624,29.59616365305592,38.15884149346259,36.37358894717341,55.30985680996254
26,6416.968067419712,0.0,-8.651207270310465,42.73289044277493,31.979019255802605,6.304941661516202,8.897543729586614,0.2606952439793955,0.3972239038134556,0.5273485601438814,0.3203532491568766,29.59616365305592,38.15884149346259,36.37358894717341,192.34633838924677
26,6416.968067419712,0.0,-8.712961930771218,19.912734517908163,31.50367019461981,6.303044997199185,9.012674082216208,0.2740555791113125,0.3271698720097376,0.5273874118779638,0.2946576705994951,16.962485548467782,5.792234026509863,36.30725064815712,57.50065796187472
26,6416.968067419712,0.0,-8.651010881499221,42.73289044277493,31.979019255802605,6.303436013963332,8.817679557803604,0.2607195462701583,0.3972239038134556,0.527352151138337,0.3204162380928194,29.59616365305592,38.15884149346259,36.37358894717341,192.50061211535217
27,6416.968067419712,0.0,-8.650765885773747,42.73289044277493,31.979019255802605,6.301557713401377,8.80598579965602,0.2606952439793955,0.3978235409303255,0.5273485588484381,0.3202826793705843,29.59616365305592,37.947248488303984,37.95738380631122,183.39702843815
27,6416.968067419712,0.0,-8.65264225679903,42.73289044277493,31.979019255802605,6.3159432245952045,9.0878076663869,0.2607195620495468,0.3974212847019712,0.527352151138337,0.3146663492738282,29.59616365305592,38.15884149346259,36.4403830663746,198.7484602515628
27,6416.968067419712,0.0,-8.640125910217122,42.73289044277493,31.979019255802605,6.219984567467267,11.73634925918942,0.2606952439793955,0.3972239038134556,0.5273485601438814,0.3203532491568766,29.59616365305592,38.15884149346259,33.13305676829648,192.34633838924677
27,6416.968067419712,0.0,-8.654831577275711,42.73289044277493,31.949727254849492,6.303436013963332,8.817679557803604,0.2607211553624804,0.3972239038134556,0.5273521144855657,0.3204130544039911,29.59616365305592,38.15884149346259,36.37358894717341,192.3600078229624
